#    lambda_um    Flux_Jy   Sigma_Jy    AOT ident.
      32.4689      35.5340      2.77783      13.0000
      32.4778      33.3820      2.45474      13.0000
      32.4888      29.3842      2.96077      13.0000
      32.4996      26.1494      2.64373      13.0000
      32.5202      25.6710      2.08897      13.0000
      32.5308      25.3461      2.41358      13.0000
      32.5488      28.3049      2.63042      13.0000
      32.5655      26.6780      2.40833      13.0000
      32.5832      29.1546      2.89797      13.0000
      32.6000      28.6146      2.38882      13.0000
      32.6181      30.6765      3.25714      13.0000
      32.6345      31.4066      3.54909      13.0000
      32.6509      29.1034      4.15054      13.0000
      32.6697      27.9211      4.32460      13.0000
      32.6875      24.2751      2.00439      13.0000
      32.7046      27.1270      2.40318      13.0000
      32.7225      25.6328      2.21827      13.0000
      32.7383      22.8563      2.59490      13.0000
      32.7494      20.2293      3.86457      13.0000
      32.7591      24.4514      3.03579      13.0000
      32.7773      24.2212      3.32114      13.0000
      32.7938      27.8373      3.06526      13.0000
      32.8105      24.2762      1.88015      13.0000
      32.8282      24.3955      1.75967      13.0000
      32.8461      21.7694      1.79862      13.0000
      32.8624      19.3244      1.30746      13.0000
      32.8797      18.6420      1.49348      13.0000
      32.8973      17.8548      2.06223      13.0000
      32.9143      20.7759      2.11659      13.0000
      32.9324      19.1303      2.21259      13.0000
      32.9506      20.6807      2.22032      13.0000
      32.9684      16.4892      2.10710      13.0000
      32.9848      19.5138      3.31917      13.0000
      33.0018      23.9181      3.76186      13.0000
      33.0182      24.5406      4.03276      13.0000
      33.0284      27.0452      4.74346      13.0000
      33.0391      25.1254      4.01088      13.0000
      33.0560      23.7317      2.81722      13.0000
      33.0742      26.7806      2.29687      13.0000
      33.0906      24.8861      2.12051      13.0000
      33.1070      22.7743      2.37794      13.0000
      33.1243      24.7809      2.19177      13.0000
      33.1418      24.8730      2.18138      13.0000
      33.1626      26.4376      2.24192      13.0000
      33.1806      21.4032      2.43503      13.0000
      33.1976      20.1942      2.55080      13.0000
      33.2127      19.8128      3.03300      13.0000
      33.2293      21.8105      3.26485      13.0000
      33.2468      25.7269      3.06655      13.0000
      33.2560      28.7323      2.98282      13.0000
      33.2773      24.6750      2.09605      13.0000
      33.2955      23.8655      1.62269      13.0000
      33.3222      31.6466      16.4867      13.0000
      33.3299      29.3948      12.8427      13.0000
      33.3459      31.7635      12.9002      13.0000
      33.3630      34.2977      12.5952      13.0000
      33.3806      21.6896      7.27908      13.0000
      33.3939      26.7656      8.21783      13.0000
      33.4047      22.8913      8.84768      13.0000
      33.4221      22.4515      5.72444      13.0000
      33.4402      32.4483      2.98634      13.0000
      33.4566      25.5290      1.61945      13.0000
      33.4735      30.0448      11.6727      13.0000
      33.4902      28.5241      12.5699      13.0000
      33.5077      28.3723      15.5036      13.0000
      33.5296      38.2418      16.0911      13.0000
      33.5430      36.8587      6.98129      13.0000
      33.5606      39.1594      6.54581      13.0000
      33.5784      26.0420      2.10531      13.0000
      33.5953      21.0179      2.20200      13.0000
      33.6089      19.8922      2.32106      13.0000
      33.6253      19.5266      2.80222      13.0000
      33.6431      17.1029      3.14521      13.0000
      33.6648      18.8036      2.12030      13.0000
      33.6785      19.5834      1.86498      13.0000
      33.6963      22.9362      1.55644      13.0000
      33.7123      22.7310      1.33249      13.0000
      33.7313      22.5529      2.04952      13.0000
      33.7480      20.7832      2.38537      13.0000
      33.7664      20.7097      2.84816      13.0000
      33.7841      20.9798      2.47670      13.0000
      33.8038      21.4763      2.39217      13.0000
      33.8204      21.1881      2.23103      13.0000
      33.8364      19.6480      2.41765      13.0000
      33.8551      21.0298      3.06803      13.0000
      33.8711      16.2309      3.05413      13.0000
      33.8823      15.9582      3.37710      13.0000
      33.8993      19.3333      3.42486      13.0000
      33.9228      23.2252      2.64144      13.0000
      33.9408      24.3591      1.79879      13.0000
      33.9502      22.6122      1.62506      13.0000
      33.9609      19.6784      1.51621      13.0000
      33.9773      19.3788      1.44233      13.0000
      33.9949      19.2932      1.68340      13.0000
      34.0130      17.7952      3.23151      13.0000
      34.0295      15.5321      3.25327      13.0000
      34.0466      17.0649      2.77585      13.0000
      34.0642      18.1867      2.51353      13.0000
      34.0811      17.2868      2.32335      13.0000
      34.0978      18.6197      2.01146      13.0000
      34.1137      19.0384      2.27354      13.0000
      34.1322      20.8823      1.75372      13.0000
      34.1503      20.1305      1.25410      13.0000
      34.1677      21.0095      1.21925      13.0000
      34.1854      20.7082      1.08392      13.0000
      34.2023      19.5547      1.26023      13.0000
      34.2189      21.4454      1.38785      13.0000
      34.2362      21.4469      1.90285      13.0000
      34.2533      20.0353      2.28026      13.0000
      34.2713      17.3892      2.56136      13.0000
      34.2888      17.7528      2.27064      13.0000
      34.3064      19.2337      1.94669      13.0000
      34.3233      18.6100      1.76557      13.0000
      34.3400      20.1651      1.83115      13.0000
      34.3572      21.0112      1.99926      13.0000
      34.3743      20.2903      2.04782      13.0000
      34.3923      19.8691      2.20548      13.0000
      34.4097      20.4267      1.92699      13.0000
      34.4273      21.7073      1.70366      13.0000
      34.4443      19.3442      1.62116      13.0000
      34.4608      20.0838      1.64823      13.0000
      34.4781      19.2036      1.95288      13.0000
      34.4951      18.6731      1.90169      13.0000
      34.5131      17.6943      1.93248      13.0000
      34.5305      18.3469      1.67480      13.0000
      34.5481      19.8345      1.52555      13.0000
      34.5650      17.5932      1.60709      13.0000
      34.5816      18.7974      1.69631      13.0000
      34.5988      19.4191      1.89198      13.0000
      34.6173      18.4016      1.91421      13.0000
      34.6350      17.6226      2.02015      13.0000
      34.6512      17.7971      1.75771      13.0000
      34.6687      20.3671      1.37943      13.0000
      34.6867      26.7912      3.49039      13.0000
      34.7039      27.8228      3.95889      13.0000
      34.7218      25.3280      4.50526      13.0000
      34.7388      21.0604      4.66694      13.0000
      34.7562      20.9368      2.79844      13.0000
      34.7745      24.9470      2.50089      13.0000
      34.7914      32.8189      4.86763      13.0000
      34.8076      41.7955      5.33033      13.0000
      34.8227      44.5659      6.75893      13.0000
      34.8399      46.0267      8.93116      13.0000
      34.8569      41.9942      9.81025      13.0000
      34.8748      41.0844      9.70356      13.0000
      34.8922      36.0567      12.0816      13.0000
      34.9096      50.2294      10.4626      13.0000
      34.9262      51.1543      9.89492      13.0000
      34.9431      47.0370      10.5319      13.0000
      34.9603      22.5987      5.18258      13.0000
      34.9847      23.6599      4.12463      13.0000
      35.0026      22.2677      2.30364      13.0000
      35.0191      25.5117      2.57232      13.0000
      35.0366      28.0743      2.13329      13.0000
      35.0553      27.2868      2.20557      13.0000
      35.0716      26.0557      2.64839      13.0000
      35.0896      22.6592      2.38612      13.0000
      35.1078      20.2841      2.00824      13.0000
      35.1242      20.7932      2.21676      13.0000
      35.1425      24.0956      2.30701      13.0000
      35.1668      26.0052      2.12135      13.0000
      35.1834      25.3867      2.06960      13.0000
      35.1939      23.0901      2.49628      13.0000
      35.2175      19.9170      2.72779      13.0000
      35.2353      21.1189      2.37395      13.0000
      35.2526      22.2542      2.46283      13.0000
      35.2700      25.1891      2.27272      13.0000
      35.2868      24.7533      2.94458      13.0000
      35.3034      24.8487      2.97403      13.0000
      35.3192      22.7507      3.62680      13.0000
      35.3374      21.4232      4.01272      13.0000
      35.3561      22.1185      1.57936      13.0000
      35.3724      22.6629      2.21326      13.0000
      35.3890      24.1268      2.10396      13.0000
      35.4066      26.2234      2.07363      13.0000
      35.4232      26.6226      2.35357      13.0000
      35.4390      25.9123      2.47326      13.0000
      35.4572      20.6306      2.04093      13.0000
      35.4748      19.4048      1.39440      13.0000
      35.4922      18.6589      1.43959      13.0000
      35.5096      19.9609      2.21108      13.0000
      35.5263      20.2161      2.90832      13.0000
      35.5429      20.7356      2.99080      13.0000
      35.5599      19.1893      3.68346      13.0000
      35.5843      19.3109      3.10675      13.0000
